Episode,Time,Character,roll_type,tot_value,nat_value,num_kills
2,03:27:18,Nott,Stealth,25.0,17.0,0.0
2,03:39:00,Nott,Stealth,21.0,13.0,0.0
2,03:39:01,Beau,Stealth,13.0,7.0,0.0
2,03:39:03,Molly,Stealth,,,0.0
2,03:39:03,Molly,Stealth,13.0,10.0,0.0
2,03:39:06,Jester,Stealth,12.0,9.0,0.0
2,03:41:37,Beau,Insight,15.0,10.0,0.0
2,03:42:00,Nott,Stealth,23.0,15.0,0.0
2,03:42:00,Jester,Stealth,9.0,6.0,0.0
2,03:44:04,Jester,Persuasion,5.0,2.0,0.0
2,03:47:01,Nott,Perception,1.0,1.0,0.0
2,03:44:04,Jester,Perception,17.0,14.0,0.0
2,03:57:08,Beau,Deception,15.0,12.0,0.0
2,03:58:25,Nott,Stealth,22.0,14.0,0.0
2,03:58:25,Jester,Stealth,20.0,20.0,0.0
2,04:01:50,Beau,Insight,20.0,20.0,0.0
2,04:03:12,Jester,Insight,7.0,4.0,0.0
3,00:09:27,Beau,Initiative,20.0,20.0,0.0
3,00:09:34,Nott,Initiative,1.0,1.0,0.0
3,00:09:41,Jester,Initiative,1.0,1.0,0.0
3,00:10:03,Caleb,Initiative,11.0,10.0,0.0
3,00:10:11,Molly,Initiative,8.0,5.0,0.0
3,00:10:18,Fjord,Initiative,3.0,3.0,0.0
3,00:15:10,Beau,Athletics,9.0,5.0,0.0
3,00:15:25,Beau,Damage,8.0,,0.0
3,00:16:05,Beau,Attack,19.0,13.0,0.0
3,00:16:11,Beau,Attack,1.0,1.0,0.0
3,00:17:22,Caleb,Spell Attack,23.0,17.0,0.0
3,00:17:33,Caleb,Damage,9.0,,0.0
3,00:19:00,Molly,Attack,20.0,15.0,0.0
3,00:19:00,Molly,Attack,20.0,20.0,0.0
3,00:19:32,Molly,Damage,9.0,,0.0
3,00:19:42,Molly,Damage,13.0,,1.0
3,00:21:09,Molly,Damage,3.0,,0.0
3,00:22:36,Nott,Attack,17.0,11.0,0.0
3,00:23:02,Nott,Damage,9.0,,0.0
3,00:23:06,Nott,Damage,2.0,,0.0
3,00:25:14,Fjord,Spell Attack,14.0,8.0,0.0
3,00:25:23,Fjord,Damage,9.0,,0.0
3,00:26:26,Beau,Attack,13.0,7.0,0.0
3,00:26:39,Beau,Damage,11.0,,0.0
3,00:27:17,Beau,Attack,16.0,10.0,0.0
3,00:27:30,Beau,Damage,6.0,,0.0
3,00:28:23,Caleb,Spell Attack,17.0,11.0,0.0
3,00:28:31,Caleb,Damage,4.0,,0.0
3,00:29:46,Molly,Attack,8.0,3.0,0.0
3,00:29:50,Molly,Attack,16.0,11.0,0.0
3,00:29:55,Molly,Damage,9.0,,0.0
3,00:32:34,Nott,Attack,20.0,20.0,1.0
3,00:36:07,Jester,Medicine,9.0,4.0,0.0
3,00:36:44,Nott,Perception,20.0,20.0,0.0
3,00:40:34,Nott,Religion,1.0,1.0,0.0
3,00:44:41,Fjord,Perception,14.0,14.0,0.0
3,00:52:50,Beau,Perception,20.0,20.0,0.0
3,00:55:50,Fjord,Survival,3.0,5.0,0.0
3,00:57:45,Beau,Survival,8.0,5.0,0.0
3,00:59:32,Jester,Survival,11.0,8.0,0.0
3,01:00:18,Fjord,Investigation,14.0,10.0,0.0
3,01:02:01,Molly,Hit Dice,11.0,,0.0
3,01:03:31,Molly,Survival,,,0.0
3,01:03:31,Molly,Survival,18.0,15.0,0.0
3,01:06:10,Molly,Religion,,,0.0
3,01:06:10,Molly,Religion,15.0,15.0,0.0
3,01:10:03,Beau,Animal Handling,6.0,3.0,0.0
3,01:10:46,Molly,Animal Handling,9.0,6.0,0.0
3,01:11:11,Jester,Animal Handling,,,0.0
3,01:11:11,Jester,Animal Handling,13.0,10.0,0.0
3,01:12:00,Molly,Stealth,20.0,20.0,0.0
3,01:12:29,Fjord,Stealth,18.0,18.0,0.0
3,01:12:32,Caleb,Stealth,16.0,15.0,0.0
3,01:12:34,Beau,Stealth,17.0,11.0,0.0
3,01:12:35,Jester,Stealth,18.0,15.0,0.0
3,01:18:19,Nott,Intelligence,8.0,5.0,0.0
3,01:23:37,Nott,Stealth,11.0,3.0,0.0
3,01:23:37,Nott,Stealth,,,0.0
3,01:31:25,Molly,Religion,9.0,9.0,0.0
3,01:31:26,Jester,Religion,14.0,13.0,0.0
3,01:44:18,Frumpkin,Perception,6.0,6.0,0.0
3,01:45:05,Frumpkin,Perception,5.0,5.0,0.0
3,01:46:59,Nott,Intelligence,1.0,1.0,0.0
3,02:00:22,Fjord,Deception,15.0,9.0,0.0
3,02:00:54,Beau,Stealth,1.0,1.0,0.0
3,02:00:57,Molly,Stealth,18.0,15.0,0.0
3,02:00:57,Jester,Stealth,21.0,18.0,0.0
3,02:12:07,Fjord,Perception,13.0,13.0,0.0
3,02:12:07,Beau,Perception,,,0.0
3,02:12:23,Molly,Perception,8.0,5.0,0.0
3,02:12:24,Caleb,Perception,20.0,17.0,0.0
3,02:30:24,Jester,Deception,14.0,11.0,0.0
3,02:32:27,Molly,Survival,8.0,5.0,0.0
3,02:33:28,Frumpkin,Perception,,,0.0
3,02:33:28,Frumpkin,Perception,7.0,4.0,0.0
3,02:34:07,Beau,Perception,8.0,5.0,0.0
3,02:34:22,Beau,Investigation,7.0,5.0,0.0
3,02:36:35,Jester,Stealth,17.0,14.0,0.0
3,02:36:36,Molly,Stealth,19.0,16.0,0.0
3,02:36:37,Fjord,Stealth,16.0,16.0,0.0
3,02:36:38,Beau,Stealth,17.0,11.0,0.0
3,02:36:39,Caleb,Stealth,15.0,14.0,0.0
3,02:36:39,Nott,Stealth,16.0,8.0,0.0
3,02:39:12,Beau,Perception,,,0.0
3,02:39:12,Beau,Perception,20.0,17.0,0.0
3,02:41:46,Molly,Perception,6.0,3.0,0.0
3,02:44:46,Molly,Initiative,18.0,15.0,0.0
3,02:44:47,Beau,Initiative,16.0,12.0,0.0
3,02:45:00,Jester,Initiative,16.0,13.0,0.0
3,02:45:03,Caleb,Initiative,15.0,14.0,0.0
3,02:45:24,Nott,Initiative,11.0,7.0,0.0
3,02:45:29,Fjord,Initiative,5.0,5.0,0.0
3,02:46:26,Molly,Damage,1.0,,0.0
3,02:47:49,Beau,Attack,21.0,15.0,0.0
3,02:47:57,Beau,Damage,7.0,,0.0
3,02:49:32,Nott,Wisdom Save,15.0,15.0,0.0
3,02:49:35,Beau,Wisdom Save,15.0,12.0,0.0
3,02:49:36,Molly,Wisdom Save,20.0,15.0,0.0
3,02:49:38,Fjord,Wisdom Save,17.0,17.0,0.0
3,02:49:40,Caleb,Wisdom Save,20.0,15.0,0.0
3,02:49:44,Jester,Wisdom Save,9.0,4.0,0.0
3,02:51:47,Beau,Acrobatics,15.0,9.0,0.0
3,02:52:14,Beau,Athletics,18.0,14.0,0.0
3,02:52:59,Beau,Attack,11.0,5.0,0.0
3,02:54:55,Nott,Attack,8.0,2.0,0.0
3,02:57:27,Fjord,Spell Attack,25.0,19.0,0.0
3,02:57:42,Fjord,Damage,15.0,,0.0
3,02:59:34,Molly,Attack,13.0,8.0,0.0
3,02:59:46,Molly,Damage,9.0,,0.0
3,03:00:33,Molly,Constitution Save,11.0,9.0,0.0
3,03:01:10,Fjord,Damage,4.0,,0.0
3,03:01:58,Molly,Attack,19.0,14.0,0.0
3,03:02:04,Molly,Damage,7.0,,1.0
3,03:03:23,Caleb,Wisdom Save,20.0,15.0,0.0
3,03:04:02,Molly,Wisdom Save,16.0,11.0,0.0
3,03:04:03,Fjord,Wisdom Save,14.0,14.0,0.0
3,03:04:04,Jester,Wisdom Save,21.0,16.0,0.0
3,03:04:05,Nott,Wisdom Save,19.0,19.0,0.0
3,03:04:06,Beau,Wisdom Save,19.0,16.0,0.0
3,03:04:10,Caleb,Wisdom Save,23.0,18.0,0.0
3,03:05:03,Jester,Spell Attack,7.0,2.0,0.0
3,03:07:09,Beau,Athletics,10.0,6.0,0.0
3,03:08:07,Beau,Athletics,16.0,12.0,0.0
3,03:08:58,Beau,Attack,24.0,18.0,0.0
3,03:09:18,Beau,Damage,8.0,,0.0
3,03:10:52,Caleb,Spell Attack,10.0,4.0,0.0
3,03:10:52,Caleb,Spell Attack,,,0.0
3,03:12:29,Nott,Attack,19.0,13.0,0.0
3,03:12:39,Nott,Damage,12.0,,0.0
3,03:13:57,Fjord,Attack,17.0,11.0,0.0
3,03:14:26,Fjord,Damage,15.0,,0.0
3,03:16:26,Caleb,Constitution Save,12.0,10.0,0.0
3,03:17:06,Jester,Constitution Save,7.0,5.0,0.0
3,03:18:43,Molly,Damage,4.0,,0.0
3,03:20:07,Nott,Constitution Save,10.0,8.0,0.0
3,03:20:46,Nott,Attack,22.0,16.0,0.0
3,03:20:48,Fjord,Attack,18.0,12.0,0.0
3,03:21:04,Nott,Damage,11.0,,0.0
3,03:21:23,Fjord,Damage,16.0,,0.0
3,03:24:07,Jester,Healing,9.0,,0.0
3,03:25:43,Caleb,Death Save,,,0.0
3,03:26:07,Nott,Attack,10.0,4.0,0.0
3,03:27:10,Fjord,Spell Attack,23.0,17.0,0.0
3,03:27:30,Fjord,Damage,14.0,,1.0
3,03:30:07,Fjord,Constitution Save,6.0,2.0,0.0
3,03:31:20,Molly,Attack,10.0,5.0,0.0
3,03:31:20,Molly,Attack,,,0.0
3,03:32:32,Jester,Damage,6.0,,1.0
3,03:34:40,Beau,Attack,10.0,4.0,0.0
3,03:34:40,Beau,Attack,14.0,8.0,0.0
3,03:35:03,Caleb,Death Save,,,0.0
3,03:35:25,Nott,Attack,1.0,1.0,0.0
3,03:35:35,Nott,Attack,6.0,6.0,0.0
3,03:36:30,Fjord,Death Save,3.0,3.0,0.0
3,03:37:41,Molly,Attack,11.0,6.0,0.0
3,03:37:41,Molly,Attack,,,0.0
3,03:39:12,Beau,Attack,,,0.0
3,03:39:12,Beau,Attack,21.0,15.0,0.0
3,03:39:26,Beau,Damage,12.0,,1.0
3,03:39:54,Jester,Healing,5.0,,0.0
3,03:40:09,Caleb,Death Save,,,0.0
3,03:40:13,Nott,Medicine,20.0,20.0,0.0
3,03:42:27,Jester,Investigation,14.0,13.0,0.0
3,03:47:24,Nott,Sleight of Hand,26.0,18.0,0.0
4,00:17:32,Molly,Acrobatics,9.0,4.0,0.0
4,00:34:31,Caleb,Persuasion,6.0,3.0,0.0
4,00:38:15,Fjord,Deception,,,0.0
4,00:38:15,Fjord,Deception,20.0,14.0,0.0
4,00:38:56,Jester,Strength,8.0,5.0,0.0
4,00:43:00,Beau,Stealth,10.0,4.0,0.0
4,00:43:04,Jester,Stealth,7.0,4.0,0.0
4,00:43:08,Nott,Stealth,26.0,18.0,0.0
4,00:44:44,Jester,Deception,,,0.0
4,00:44:44,Jester,Deception,8.0,5.0,0.0
4,00:45:35,Jester,Sleight of Hand,20.0,20.0,0.0
4,00:47:57,Nott,Deception,0.0,3.0,0.0
4,00:48:58,Molly,Stealth,,,0.0
4,00:58:58,Molly,Stealth,13.0,5.0,0.0
4,00:50:33,Molly,Stealth,,,0.0
4,00:50:33,Molly,Stealth,22.0,19.0,0.0
4,00:52:16,Caleb,Intimidation,9.0,,0.0
4,00:56:48,Caleb,Persuasion,11.0,8.0,0.0
4,01:01:19,Molly,Stealth,19.0,16.0,0.0
4,01:13:09,Caleb,Persuasion,11.0,8.0,0.0
4,01:15:29,Molly,Persuasion,12.0,12.0,0.0
4,01:15:32,Yasha,Persuasion,11.0,13.0,0.0
4,01:17:48,Nott,Persuasion,1.0,4.0,0.0
4,01:28:19,Beau,Perception,10.0,7.0,0.0
4,01:47:16,Molly,Intimidation,14.0,14.0,0.0
4,01:47:33,Caleb,Persuasion,14.0,11.0,0.0
4,02:21:00,Beau,Attack,12.0,6.0,0.0
4,02:22:13,Beau,Attack,20.0,20.0,0.0
4,02:22:13,Beau,Attack,20.0,20.0,0.0
4,02:22:13,Beau,Attack,23.0,17.0,0.0
4,02:22:51,Beau,Damage,10.0,,0.0
4,02:22:51,Beau,Damage,8.0,,0.0
4,02:23:02,Beau,Damage,5.0,,0.0
4,02:24:25,Beau,Constitution Save,10.0,7.0,0.0
4,02:25:27,Beau,Attack,9.0,3.0,0.0
4,02:25:56,Beau,Attack,21.0,15.0,0.0
4,02:26:22,Beau,Damage,8.0,,0.0
4,02:28:19,Beau,Constitution Save,12.0,9.0,0.0
4,02:35:42,Jester,Medicine,20.0,15.0,0.0
4,02:38:41,Fjord,Insight,11.0,13.0,0.0
4,02:38:41,Jester,Insight,15.0,12.0,0.0
4,02:38:41,Molly,Insight,11.0,6.0,0.0
4,02:38:52,Caleb,Persuasion,20.0,20.0,0.0
4,02:39:50,Jester,Dexterity,15.0,12.0,0.0
4,02:43:19,Caleb,Persuasion,20.0,20.0,0.0
4,02:44:20,Nott,Investigation,10.0,5.0,0.0
4,02:45:10,Nott,Sleight of Hand,24.0,16.0,0.0
4,02:47:10,Caleb,Charisma,11.0,8.0,0.0
4,02:49:39,Caleb,Persuasion,12.0,9.0,0.0
4,02:55:17,Nott,Thieves' Tools,14.0,8.0,0.0
4,03:01:15,Jester,Sleight of Hand,23.0,18.0,0.0
4,03:14:21,Yasha,Persuasion,,,0.0
4,03:14:21,Yasha,Persuasion,3.0,5.0,0.0
4,03:15:33,Molly,Persuasion,19.0,19.0,0.0
4,03:18:01,Beau,Insight,18.0,13.0,0.0
4,03:21:08,Fjord,Persuasion,,,0.0
4,03:21:08,Fjord,Persuasion,21.0,17.0,0.0
4,03:37:46,Beau,Deception,19.0,16.0,0.0
4,03:41:26,Nott,Animal Handling,,,0.0
4,03:41:26,Nott,Animal Handling,6.0,6.0,0.0
5,00:11:37,Fjord,Perception,16.0,16.0,0.0
5,00:17:49,Caleb,Perception,5.0,2.0,0.0
5,00:19:16,Nott,Perception,9.0,9.0,0.0
5,00:19:17,Molly,Perception,20.0,17.0,0.0
5,00:19:18,Jester,Perception,5.0,2.0,0.0
5,00:19:18,Beau,Perception,17.0,14.0,0.0
5,00:22:44,Beau,Perception,19.0,16.0,0.0
5,00:23:39,Molly,Insight,19.0,14.0,0.0
5,00:27:42,Beau,Perception,18.0,15.0,0.0
5,00:27:42,Molly,Perception,8.0,5.0,0.0
5,00:31:45,Caleb,Perception,9.0,6.0,0.0
5,00:32:40,Beau,Investigation,18.0,16.0,0.0
5,00:38:38,Jester,Perception,1.0,1.0,0.0
5,00:39:35,Caleb,Perception,19.0,16.0,0.0
5,00:42:20,Nott,Stealth,26.0,18.0,0.0
5,00:46:09,Nott,Stealth,12.0,4.0,0.0
5,00:46:10,Beau,Stealth,11.0,5.0,0.0
5,00:46:10,Caleb,Stealth,16.0,15.0,0.0
5,00:46:10,Fjord,Stealth,11.0,11.0,0.0
5,00:47:01,Beau,Perception,,,0.0
5,00:47:01,Beau,Perception,6.0,3.0,0.0
5,00:47:04,Fjord,Perception,13.0,13.0,0.0
5,00:47:53,Molly,Perception,6.0,3.0,0.0
5,00:57:29,Caleb,Insight,22.0,17.0,0.0
5,01:04:19,Caleb,Insight,11.0,6.0,0.0
5,01:04:20,Molly,Insight,23.0,18.0,0.0
5,01:10:07,Beau,Perception,11.0,8.0,0.0
5,01:10:08,Molly,Perception,5.0,2.0,0.0
5,01:11:55,Beau,Constitution Save,20.0,20.0,0.0
5,01:11:56,Molly,Constitution Save,20.0,20.0,0.0
5,01:12:01,Fjord,Constitution Save,16.0,12.0,0.0
5,01:12:04,Caleb,Constitution Save,9.0,7.0,0.0
5,01:12:05,Nott,Constitution Save,9.0,7.0,0.0
5,01:12:07,Jester,Constitution Save,9.0,7.0,0.0
5,01:17:49,Beau,Perception,17.0,14.0,0.0
5,01:23:53,Beau,Stealth,25.0,19.0,0.0
5,01:23:57,Jester,Stealth,,,0.0
5,01:23:57,Jester,Stealth,6.0,3.0,0.0
5,01:23:58,Molly,Stealth,21.0,18.0,0.0
5,01:24:00,Nott,Stealth,,,0.0
5,01:24:00,Nott,Stealth,15.0,7.0,0.0
5,01:24:00,Caleb,Stealth,,,0.0
5,01:24:00,Caleb,Stealth,16.0,15.0,0.0
5,01:24:02,Fjord,Stealth,14.0,14.0,0.0
5,01:28:23,Molly,Damage,3.0,,0.0
5,01:30:15,Jester,Spell Attack,17.0,12.0,0.0
5,01:30:15,Jester,Damage,10.0,,1.0
5,01:32:17,Beau,Initiative,20.0,20.0,0.0
5,01:33:13,Fjord,Initiative,16.0,16.0,0.0
5,01:33:23,Molly,Initiative,9.0,6.0,0.0
5,01:33:29,Jester,Initiative,,,0.0
5,01:33:29,Jester,Initiative,7.0,4.0,0.0
5,01:33:30,Nott,Initiative,,,0.0
5,01:33:30,Nott,Initiative,6.0,2.0,0.0
5,01:33:30,Caleb,Initiative,,,0.0
5,01:33:30,Caleb,Initiative,6.0,5.0,0.0
5,01:34:44,Beau,Performance,3.0,2.0,0.0
5,01:39:23,Beau,Deflect Missiles,14.0,,0.0
5,01:40:21,Beau,Attack,16.0,10.0,0.0
5,01:40:45,Beau,Damage,6.0,,0.0
5,01:50:12,Jester,Spell Attack,15.0,10.0,0.0
5,01:51:30,Jester,Damage,4.0,,0.0
5,01:52:31,Caleb,Spell Attack,16.0,10.0,0.0
5,01:52:33,Caleb,Spell Attack,16.0,10.0,0.0
5,01:52:37,Caleb,Spell Attack,17.0,11.0,0.0
5,01:53:01,Caleb,Damage,19.0,,0.0
5,01:54:20,Nott,Attack,15.0,9.0,0.0
5,01:54:55,Nott,Damage,12.0,,0.0
5,01:55:52,Nott,Athletics,10.0,10.0,0.0
5,01:55:52,Nott,Athletics,,,0.0
5,01:56:55,Nott,Acrobatics,9.0,3.0,0.0
5,01:56:55,Nott,Acrobatics,9.0,3.0,0.0
5,02:00:59,Beau,Attack,10.0,4.0,0.0
5,02:01:30,Beau,Attack,11.0,5.0,0.0
5,02:09:22,Fjord,Spell Attack,21.0,15.0,0.0
5,02:09:42,Fjord,Damage,14.0,,0.0
5,02:15:24,Molly,Attack,,,0.0
5,02:15:24,Molly,Attack,13.0,8.0,0.0
5,02:15:48,Molly,Attack,,,0.0
5,02:15:48,Molly,Attack,21.0,16.0,0.0
5,02:15:59,Molly,Damage,9.0,,0.0
5,02:18:05,Jester,Damage,9.0,,0.0
5,02:19:16,Jester,Spell Attack,24.0,19.0,0.0
5,02:19:28,Jester,Damage,9.0,,0.0
5,02:19:54,Jester,Spell Attack,,,0.0
5,02:19:54,Jester,Spell Attack,20.0,15.0,0.0
5,02:20:02,Jester,Damage,9.0,,0.0
5,02:21:07,Caleb,Spell Attack,,,0.0
5,02:23:28,Nott,Attack,17.0,11.0,0.0
5,02:24:02,Nott,Stealth,10.0,2.0,0.0
5,02:24:02,Nott,Stealth,,,0.0
5,02:25:48,Beau,Attack,14.0,8.0,0.0
5,02:25:57,Beau,Damage,8.0,,1.0
5,02:27:13,Beau,Attack,10.0,4.0,0.0
5,02:27:25,Beau,Attack,15.0,9.0,0.0
5,02:27:37,Beau,Damage,7.0,,1.0
5,02:32:27,Fjord,Spell Attack,13.0,7.0,0.0
5,02:34:02,Molly,Attack,10.0,5.0,0.0
5,02:34:08,Molly,Attack,23.0,18.0,0.0
5,02:34:16,Molly,Damage,7.0,,0.0
